Clinic,Provider,MeasureName,MeasureDate,LowerIsBetter,Numerator,Denominator,MeasureValue,Benchmark
East Clinic,Dr. Andrew Hall,Senior Readmissions,2024-12-08,1,14,80,0.175,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2024-12-15,1,13,78,0.1667,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2024-12-22,1,15,81,0.1852,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2024-12-29,1,14,80,0.175,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-01-05,1,16,80,0.2,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-01-12,1,16,80,0.2,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-01-19,1,15,81,0.1852,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-01-26,1,17,80,0.2125,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-02-02,1,17,80,0.2125,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-02-09,1,19,81,0.2346,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-02-16,1,19,79,0.2405,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-02-23,1,19,80,0.2375,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-03-02,1,20,78,0.2564,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-03-09,1,22,78,0.2821,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-03-16,1,21,79,0.2658,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-03-23,1,23,81,0.284,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-03-30,1,23,78,0.2949,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-04-06,1,24,80,0.3,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-04-13,1,24,81,0.2963,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-04-20,1,24,79,0.3038,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-04-27,1,24,79,0.3038,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-05-04,1,25,79,0.3165,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-05-11,1,24,80,0.3,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-05-18,1,25,80,0.3125,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-05-25,1,24,80,0.3,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-06-01,1,24,78,0.3077,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-06-08,1,25,78,0.3205,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-06-15,1,25,79,0.3165,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-06-22,1,24,80,0.3,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-06-29,1,25,79,0.3165,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-07-06,1,26,80,0.325,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-07-13,1,26,80,0.325,0.12
East Clinic,Dr. Andrew Hall,Senior Readmissions,2025-07-20,1,27,79,0.3418,0.12
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-07-28,0,280,545,0.5138,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-08-04,0,267,544,0.4908,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-08-11,0,272,558,0.4875,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-08-18,0,270,548,0.4927,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-08-25,0,280,545,0.5138,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-09-01,0,271,554,0.4892,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-09-08,0,277,553,0.5009,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-09-15,0,268,554,0.4838,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-09-22,0,278,555,0.5009,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-09-29,0,275,553,0.4973,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-10-06,0,263,557,0.4722,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-10-13,0,247,553,0.4467,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-10-20,0,239,557,0.4291,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-10-27,0,232,548,0.4234,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-11-03,0,232,545,0.4257,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-11-10,0,237,553,0.4286,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-11-17,0,245,545,0.4495,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-11-24,0,236,555,0.4252,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-12-01,0,241,538,0.448,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-12-08,0,257,554,0.4639,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-12-15,0,265,552,0.4801,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-12-22,0,274,554,0.4946,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2024-12-29,0,281,546,0.5147,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-01-05,0,273,546,0.5,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-01-12,0,276,553,0.4991,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-01-19,0,263,548,0.4799,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-01-26,0,263,540,0.487,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-02-02,0,265,545,0.4862,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-02-09,0,270,548,0.4927,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-02-16,0,275,550,0.5,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-02-23,0,273,546,0.5,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-03-02,0,271,552,0.4909,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-03-09,0,278,559,0.4973,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-03-16,0,261,553,0.472,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-03-23,0,242,543,0.4457,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-03-30,0,243,559,0.4347,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-04-06,0,237,547,0.4333,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-04-13,0,237,544,0.4357,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-04-20,0,234,542,0.4317,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-04-27,0,227,554,0.4097,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-05-04,0,228,538,0.4238,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-05-11,0,237,540,0.4389,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-05-18,0,226,549,0.4117,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-05-25,0,223,547,0.4077,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-06-01,0,218,538,0.4052,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-06-08,0,215,549,0.3916,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-06-15,0,200,543,0.3683,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-06-22,0,190,538,0.3532,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-06-29,0,208,556,0.3741,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-07-06,0,196,540,0.363,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-07-13,0,188,549,0.3424,0.5
East Clinic,Dr. Andrew Hall,Diabetes Control,2025-07-20,0,194,553,0.3508,0.5
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-07-28,0,602,673,0.8945,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-08-04,0,581,661,0.879,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-08-11,0,582,678,0.8584,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-08-18,0,567,673,0.8425,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-08-25,0,569,669,0.8505,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-09-01,0,547,656,0.8338,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-09-08,0,535,660,0.8106,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-09-15,0,527,658,0.8009,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-09-22,0,528,670,0.7881,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-09-29,0,516,674,0.7656,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-10-06,0,486,655,0.742,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-10-13,0,480,666,0.7207,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-10-20,0,483,677,0.7134,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-10-27,0,464,656,0.7073,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-11-03,0,483,675,0.7156,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-11-10,0,476,655,0.7267,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-11-17,0,479,667,0.7181,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-11-24,0,475,657,0.723,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-12-01,0,484,667,0.7256,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-12-08,0,499,677,0.7371,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-12-15,0,487,668,0.729,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-12-22,0,474,674,0.7033,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2024-12-29,0,466,667,0.6987,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-01-05,0,463,671,0.69,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-01-12,0,464,662,0.7009,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-01-19,0,469,655,0.716,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-01-26,0,467,667,0.7001,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-02-02,0,460,678,0.6785,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-02-09,0,455,669,0.6801,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-02-16,0,442,676,0.6538,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-02-23,0,429,672,0.6384,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-03-02,0,420,654,0.6422,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-03-09,0,423,664,0.637,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-03-16,0,434,663,0.6546,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-03-23,0,441,660,0.6682,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-03-30,0,451,657,0.6865,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-04-06,0,446,667,0.6687,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-04-13,0,427,662,0.645,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-04-20,0,439,659,0.6662,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-04-27,0,439,656,0.6692,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-05-04,0,443,660,0.6712,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-05-11,0,438,661,0.6626,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-05-18,0,436,676,0.645,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-05-25,0,411,664,0.619,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-06-01,0,414,664,0.6235,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-06-08,0,424,659,0.6434,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-06-15,0,421,655,0.6427,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-06-22,0,433,658,0.6581,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-06-29,0,417,657,0.6347,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-07-06,0,411,661,0.6218,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-07-13,0,428,666,0.6426,0.82
East Clinic,Dr. Andrew Hall,Breast Cancer Screening,2025-07-20,0,419,666,0.6291,0.82
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-07-28,0,1096,1373,0.7983,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-08-04,0,1100,1399,0.7863,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-08-11,0,1103,1414,0.7801,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-08-18,0,1093,1363,0.8019,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-08-25,0,1140,1387,0.8219,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-09-01,0,1105,1382,0.7996,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-09-08,0,1096,1375,0.7971,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-09-15,0,1092,1404,0.7778,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-09-22,0,1080,1393,0.7753,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-09-29,0,1060,1398,0.7582,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-10-06,0,1017,1380,0.737,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-10-13,0,1010,1386,0.7287,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-10-20,0,1033,1391,0.7426,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-10-27,0,1001,1373,0.7291,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-11-03,0,1002,1364,0.7346,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-11-10,0,1030,1386,0.7431,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-11-17,0,1038,1396,0.7436,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-11-24,0,1014,1364,0.7434,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-12-01,0,1034,1380,0.7493,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-12-08,0,1006,1361,0.7392,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-12-15,0,992,1372,0.723,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-12-22,0,985,1387,0.7102,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2024-12-29,0,1004,1398,0.7182,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-01-05,0,979,1364,0.7177,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-01-12,0,1031,1401,0.7359,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-01-19,0,1040,1411,0.7371,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-01-26,0,1026,1392,0.7371,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-02-02,0,1011,1391,0.7268,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-02-09,0,986,1371,0.7192,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-02-16,0,987,1371,0.7199,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-02-23,0,977,1373,0.7116,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-03-02,0,984,1409,0.6984,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-03-09,0,918,1368,0.6711,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-03-16,0,933,1386,0.6732,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-03-23,0,934,1363,0.6853,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-03-30,0,942,1412,0.6671,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-04-06,0,932,1367,0.6818,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-04-13,0,968,1382,0.7004,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-04-20,0,972,1375,0.7069,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-04-27,0,957,1376,0.6955,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-05-04,0,985,1399,0.7041,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-05-11,0,989,1414,0.6994,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-05-18,0,960,1379,0.6962,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-05-25,0,991,1388,0.714,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-06-01,0,998,1414,0.7058,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-06-08,0,982,1395,0.7039,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-06-15,0,961,1366,0.7035,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-06-22,0,967,1413,0.6844,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-06-29,0,985,1404,0.7016,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-07-06,0,976,1367,0.714,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-07-13,0,970,1384,0.7009,0.8
East Clinic,Dr. Andrew Hall,Colon Cancer Screening,2025-07-20,0,982,1379,0.7121,0.8
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-07-28,1,95,103,0.9223,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-08-04,1,96,103,0.932,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-08-11,1,97,104,0.9327,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-08-18,1,96,104,0.9231,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-08-25,1,98,104,0.9423,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-09-01,1,95,101,0.9406,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-09-08,1,97,104,0.9327,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-09-15,1,95,103,0.9223,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-09-22,1,95,105,0.9048,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-09-29,1,91,101,0.901,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-10-06,1,91,102,0.8922,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-10-13,1,95,103,0.9223,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-10-20,1,98,104,0.9423,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-10-27,1,94,101,0.9307,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-11-03,1,97,105,0.9238,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-11-10,1,96,102,0.9412,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-11-17,1,97,102,0.951,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-11-24,1,96,102,0.9412,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-12-01,1,95,102,0.9314,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-12-08,1,95,102,0.9314,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-12-15,1,94,101,0.9307,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-12-22,1,97,101,0.9604,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2024-12-29,1,97,102,0.951,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-01-05,1,98,102,0.9608,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-01-12,1,97,101,0.9604,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-01-19,1,94,100,0.94,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-01-26,1,98,102,0.9608,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-02-02,1,101,103,0.9806,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-02-09,1,101,104,0.9712,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-02-16,1,101,103,0.9806,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-02-23,1,102,102,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-03-02,1,102,102,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-03-09,1,101,102,0.9902,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-03-16,1,100,100,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-03-23,1,103,104,0.9904,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-03-30,1,104,104,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-04-06,1,102,103,0.9903,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-04-13,1,103,103,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-04-20,1,102,104,0.9808,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-04-27,1,98,101,0.9703,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-05-04,1,100,103,0.9709,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-05-11,1,100,102,0.9804,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-05-18,1,103,104,0.9904,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-05-25,1,104,104,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-06-01,1,102,102,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-06-08,1,99,100,0.99,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-06-15,1,99,101,0.9802,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-06-22,1,102,102,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-06-29,1,104,104,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-07-06,1,103,103,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-07-13,1,103,103,1.0,0.9
East Clinic,Dr. Andrew Hall,Referral Turnaround Time,2025-07-20,1,102,104,0.9808,0.9
East Clinic,Dr. Andrew Hall,Depression Screening,2024-07-28,0,914,1250,0.7312,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-08-04,0,941,1287,0.7312,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-08-11,0,911,1277,0.7134,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-08-18,0,886,1272,0.6965,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-08-25,0,860,1265,0.6798,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-09-01,0,860,1255,0.6853,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-09-08,0,847,1263,0.6706,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-09-15,0,815,1258,0.6479,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-09-22,0,807,1253,0.6441,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-09-29,0,853,1285,0.6638,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-10-06,0,811,1254,0.6467,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-10-13,0,845,1269,0.6659,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-10-20,0,837,1272,0.658,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-10-27,0,823,1250,0.6584,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-11-03,0,824,1292,0.6378,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-11-10,0,807,1265,0.6379,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-11-17,0,803,1282,0.6264,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-11-24,0,822,1279,0.6427,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-12-01,0,819,1284,0.6379,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-12-08,0,783,1256,0.6234,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-12-15,0,811,1286,0.6306,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-12-22,0,814,1264,0.644,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2024-12-29,0,834,1276,0.6536,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-01-05,0,840,1266,0.6635,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-01-12,0,851,1254,0.6786,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-01-19,0,855,1275,0.6706,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-01-26,0,842,1279,0.6583,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-02-02,0,827,1286,0.6431,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-02-09,0,824,1264,0.6519,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-02-16,0,821,1289,0.6369,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-02-23,0,829,1263,0.6564,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-03-02,0,811,1280,0.6336,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-03-09,0,828,1273,0.6504,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-03-16,0,839,1270,0.6606,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-03-23,0,853,1288,0.6623,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-03-30,0,852,1285,0.663,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-04-06,0,814,1249,0.6517,0.75
East Clinic,Dr. Andrew Hall,Depression Screening,2025-04-13,0,849,1293,0.6566,0.75
